%% logfile from robot Silke (54)
% Silke (54)
%  1    time 2.010 sec
%  2  3  4  5   (mission 0), state 2, entered (thread 1, line 1), events 0x0 (bit-flags)
%  6  7  8 Gyro x,y,z [deg/s]: -0.0305176 -6.22559 0.0305176
%  9 10 Motor velocity ref left, right: -0.0044 -0.0190
% 11 12 Wheel velocity [m/s] left, right: -0.0028 -0.0229
% 13 14 15 16 Pose x,y,h,tilt [m,m,rad,rad]: 0.0202819 2.83578e-05 0.00259112 0.00687665
% 17 .. 37 Edge sensor: left -4.180000 0, right -0.200014 0, values 529 594 677 662 666 691 693 556, white 1, used 1, LEDhigh=0, xb=0 xw=0 xbc=0 xwc=0 lvl=0 lvr=0       whitelevel=[923 1039 1179 1162 1189 1192 1201 920]       blacklevel=[132 155 174 173 174 176 174 137]
5.140 2 1 2 0 6.958008 11.352539 77.026367 0.2452 0.0477 0.2554 0.0679 0.2042 -0.1687 -2.484896 -0.010070 -4.1800 0 -0.8334 0  473 560 638 641 665 668 674 523  1 1 0 0 0 0 0 0 0 
5.150 2 1 2 0 6.286621 14.892578 71.807861 0.2390 0.0272 0.2538 0.0305 0.2032 -0.1694 -2.500443 -0.012363 -4.1800 0 -0.8334 0  479 549 634 636 657 664 666 510  1 1 0 0 0 0 0 0 0 
5.160 2 1 2 0 6.652832 12.756348 73.974609 0.2319 0.0388 0.2008 0.0173 0.2022 -0.1701 -2.515990 -0.014729 -4.1800 0 -0.8334 0  477 523 633 636 665 661 663 513  1 1 0 0 0 0 0 0 0 
5.170 2 1 2 0 5.401611 10.589600 76.416016 0.2334 0.0363 0.2193 0.0149 0.2011 -0.1709 -2.528945 -0.016594 -4.1800 0 -0.8334 0  483 563 635 636 647 656 663 523  1 1 0 0 0 0 0 0 0 
5.180 2 1 2 0 6.530762 4.913330 76.599121 0.2450 0.0398 0.2446 0.0273 0.2001 -0.1716 -2.539310 -0.017574 -4.1800 0 -0.8334 0  474 487 638 634 664 661 659 491  1 1 0 0 0 0 0 0 0 
5.190 2 1 2 0 5.401611 4.455566 82.183838 0.2467 0.0416 0.2293 0.0273 0.1991 -0.1723 -2.554857 -0.018197 -4.1800 0 -0.8334 0  494 549 639 638 672 658 663 515  1 1 0 0 0 0 0 0 0 
5.200 2 1 2 0 7.812500 5.096436 85.571289 0.2420 0.0463 0.2241 0.0185 0.1981 -0.1730 -2.570403 -0.019344 -4.1800 0 -0.8334 0  486 549 633 636 628 652 665 481  1 1 0 0 0 0 0 0 0 
5.210 2 1 2 0 5.859375 0.885010 87.921143 0.2530 0.0448 0.2434 0.0137 0.1971 -0.1736 -2.580768 -0.019602 -4.1800 0 -0.8334 0  488 555 644 641 645 659 667 517  1 1 0 0 0 0 0 0 0 
5.220 2 1 2 0 8.361816 6.256104 87.799072 0.2450 0.0378 0.2145 0.0137 0.1961 -0.1742 -2.596315 -0.020029 -4.1800 0 -0.8334 0  495 554 645 635 648 657 660 512  1 1 0 0 0 0 0 0 0 
5.230 2 1 2 0 6.072998 6.225586 89.416504 0.2422 0.0475 0.2229 0.0137 0.1950 -0.1749 -2.611861 -0.021290 -4.1800 0 -0.8334 0  494 564 652 638 645 661 666 513  1 1 0 0 0 0 0 0 0 
5.240 2 1 2 0 6.622314 6.744385 89.660645 0.2439 0.0342 0.2402 0.0120 0.1940 -0.1755 -2.627408 -0.022150 -4.1800 0 -0.8334 0  489 566 652 635 634 654 664 515  1 1 0 0 0 0 0 0 0 
5.250 2 1 2 0 5.493164 5.065918 88.562012 0.2479 0.0352 0.2402 0.0092 0.1929 -0.1760 -2.642955 -0.022734 -4.1800 0 -0.8334 0  493 567 636 636 644 664 669 519  1 1 0 0 0 0 0 0 0 
5.260 2 1 2 0 6.317139 7.995605 91.247559 0.2379 0.0350 0.2181 0.0076 0.1919 -0.1766 -2.658502 -0.024036 -4.1800 0 -0.8334 0  493 565 650 641 642 650 673 519  1 1 0 0 0 0 0 0 0 
5.270 2 1 2 0 7.263184 7.141113 90.332031 0.2399 0.0342 0.2639 0.0064 0.1908 -0.1772 -2.674049 -0.025169 -4.1800 0 -0.8334 0  499 565 633 641 643 642 675 521  1 1 0 0 0 0 0 0 0 
5.280 2 1 2 0 7.751465 2.868652 87.097168 0.2482 0.0385 0.2767 0.0052 0.1897 -0.1777 -2.689595 -0.025539 -4.1800 0 -0.8334 0  488 563 632 638 639 670 675 516  1 1 0 0 0 0 0 0 0 
5.290 2 1 2 0 5.645752 2.593994 83.465576 0.2470 0.0393 0.2374 0.0048 0.1886 -0.1782 -2.705142 -0.025605 -4.1800 0 -0.8334 0  493 564 641 633 645 661 675 520  1 1 0 0 0 0 0 0 0 
5.300 2 1 2 0 5.615234 8.514404 87.005615 0.2320 0.0328 0.2281 0.0040 0.1877 -0.1786 -2.718098 -0.026819 -4.1800 0 -0.8334 0  497 559 645 638 642 666 684 525  1 1 0 0 0 0 0 0 0 
5.310 2 1 2 0 6.958008 3.631592 83.831787 0.2385 0.0353 0.2390 0.0036 0.1866 -0.1791 -2.733645 -0.027275 -4.1800 0 -0.8334 0  493 561 639 637 645 683 685 530  1 1 0 0 0 0 0 0 0 
5.320 2 1 2 0 5.249023 1.892090 82.763672 0.2427 0.0369 0.2293 0.0032 0.1855 -0.1796 -2.749192 -0.027093 -4.1800 0 -0.8334 0  502 563 634 623 648 687 687 528  1 1 0 0 0 0 0 0 0 
5.330 2 1 2 0 6.744385 5.523682 84.533691 0.2278 0.0384 0.2169 0.0032 0.1846 -0.1800 -2.762147 -0.028152 -4.1800 0 -0.8334 0  497 559 631 636 648 661 687 535  1 1 0 0 0 0 0 0 0 
5.340 2 1 2 0 5.706787 1.739502 81.939697 0.2322 0.0389 0.2281 0.0028 0.1834 -0.1804 -2.777694 -0.028202 -4.1800 0 -0.8334 0  485 561 631 649 650 655 707 531  1 1 0 0 0 0 0 0 0 
5.350 2 1 2 0 6.317139 1.617432 79.010010 0.2322 0.0344 0.2265 0.0028 0.1825 -0.1808 -2.790650 -0.028009 -4.1800 0 -0.8334 0  507 564 633 631 661 673 691 539  1 1 0 0 0 0 0 0 0 
5.360 2 1 2 0 6.835938 3.631592 79.620361 0.2181 0.0323 0.1759 0.0024 0.1816 -0.1811 -2.803605 -0.028409 -4.1800 0 -0.8334 0  470 562 626 631 660 680 689 539  1 1 0 0 0 0 0 0 0 
5.370 2 1 2 0 4.852295 0.122070 78.491211 0.2216 0.0420 0.2056 0.0024 0.1806 -0.1814 -2.816561 -0.028440 -4.1800 0 -0.8334 0  499 560 639 630 658 680 680 541  1 1 0 0 0 0 0 0 0 
5.380 2 1 2 0 4.882812 -0.030518 75.439453 0.2215 0.0339 0.2217 0.0020 0.1795 -0.1818 -2.832108 -0.028048 -4.1800 0 -0.8334 0  485 559 639 646 666 692 687 536  1 1 0 0 0 0 0 0 0 
5.390 2 1 2 0 5.706787 0.274658 73.913574 0.2173 0.0330 0.1892 0.0020 0.1785 -0.1821 -2.845063 -0.027572 -4.1800 0 -0.8334 0  480 562 639 623 671 685 683 541  1 1 0 0 0 0 0 0 0 
5.400 2 1 2 0 4.180908 1.525879 75.653076 0.2066 0.0424 0.1731 0.0020 0.1777 -0.1823 -2.855428 -0.027762 -4.1800 0 -0.8334 0  483 562 640 621 673 692 716 543  1 1 0 0 0 0 0 0 0 
5.410 2 1 2 0 5.126953 2.227783 75.439453 0.2044 0.0308 0.1988 0.0016 0.1768 -0.1826 -2.868384 -0.027583 -4.1800 0 -0.8334 0  510 563 650 637 677 695 701 544  1 1 0 0 0 0 0 0 0 
5.420 2 1 2 0 5.035400 -1.129150 73.577881 0.2036 0.0375 0.1839 0.0016 0.1758 -0.1829 -2.881339 -0.027207 -4.1800 0 -0.8334 0  477 563 657 669 677 704 726 545  1 1 0 0 0 0 0 0 0 
5.430 2 1 2 0 4.791260 -3.601074 69.335938 0.2101 0.0287 0.1940 0.0016 0.1748 -0.1831 -2.894295 -0.026047 -4.1800 0 -0.8334 0  489 565 654 684 683 702 746 545  1 1 0 0 0 0 0 0 0 
5.440 2 1 2 0 4.608154 -0.671387 71.502686 0.1978 0.0363 0.1691 0.0016 0.1739 -0.1834 -2.907251 -0.025865 -4.1800 0 -0.8334 0  488 562 657 667 696 705 724 543  1 1 0 0 0 0 0 0 0 
5.450 2 1 2 0 4.852295 -3.051758 72.021484 0.1945 0.0419 0.1611 0.0016 0.1731 -0.1835 -2.917615 -0.025516 -4.1800 0 -0.8334 0  498 562 660 638 671 703 687 540  1 1 0 0 0 0 0 0 0 
5.460 2 1 2 0 4.669189 -4.302979 67.169189 0.1996 0.0351 0.1976 0.0012 0.1721 -0.1838 -2.930571 -0.024472 -4.1800 0 -0.8334 0  500 588 666 664 675 707 715 552  1 1 0 0 0 0 0 0 0 
5.470 2 1 2 0 4.699707 -3.265381 66.680908 0.1951 0.0292 0.1691 0.0012 0.1711 -0.1840 -2.943527 -0.023484 -4.1800 0 -0.8334 0  507 587 674 676 693 714 708 549  1 1 0 0 0 0 0 0 0 
5.480 2 1 2 0 5.493164 -3.601074 67.962646 0.1935 0.0413 0.1743 0.0012 0.1703 -0.1841 -2.953891 -0.022557 -4.1800 0 -0.8334 0  513 514 679 675 687 712 713 557  1 1 0 0 0 0 0 0 0 
5.490 2 1 2 0 4.425049 -0.091553 65.277100 0.1853 0.0386 0.1876 0.0012 0.1695 -0.1843 -2.964256 -0.021942 -4.1800 0 -0.8334 0  517 600 679 675 701 711 716 572  1 1 0 0 0 0 0 0 0 
5.500 2 1 2 0 4.455566 -4.821777 62.469482 0.1912 0.0325 0.1847 0.0012 0.1685 -0.1844 -2.977211 -0.020959 -4.1800 0 -0.8334 0  530 582 682 687 717 714 729 545  1 1 0 0 0 0 0 0 0 
5.510 2 1 2 0 4.394531 -9.948730 60.638428 0.2034 0.0451 0.2036 0.0012 0.1675 -0.1846 -2.990167 -0.019212 -4.1800 0 -0.8334 0  530 605 686 686 685 720 725 524  1 1 0 0 0 0 0 0 0 
5.520 2 1 2 0 4.699707 -6.134033 63.140869 0.1931 0.0468 0.1538 0.0012 0.1668 -0.1847 -3.000531 -0.018096 -4.1800 0 -0.8334 0  530 635 695 683 729 723 723 560  1 1 0 0 0 0 0 0 0 
5.530 2 1 2 0 4.882812 -6.164551 63.049316 0.1936 0.0553 0.1799 0.0012 0.1660 -0.1848 -3.010896 -0.017058 -4.1800 0 -0.8334 0  538 647 689 693 695 719 727 528  1 1 0 0 0 0 0 0 0 
5.540 2 1 2 0 5.706787 -2.197266 63.293457 0.1824 0.0441 0.1538 0.0012 0.1652 -0.1849 -3.021260 -0.016557 -4.1800 0 -0.8334 0  539 617 693 694 697 722 731 583  1 1 0 0 0 0 0 0 0 
5.550 2 1 2 0 4.913330 -6.286621 61.859131 0.1907 0.0416 0.1707 0.0008 0.1644 -0.1850 -3.031625 -0.015418 -4.1800 0 -0.8334 0  533 613 677 693 725 718 727 556  1 1 0 0 0 0 0 0 0 
5.560 2 1 2 0 5.676270 -5.157471 61.920166 0.1882 0.0406 0.1486 0.0008 0.1636 -0.1851 -3.041990 -0.014304 -4.1800 0 -0.8334 0  547 609 693 697 706 719 734 570  1 1 0 0 0 0 0 0 0 
5.570 2 1 2 0 5.371094 -5.096436 64.086914 0.1879 0.0463 0.1442 0.0008 0.1628 -0.1852 -3.052354 -0.013342 -4.1800 0 -0.8334 0  538 598 718 693 723 737 738 596  1 1 0 0 0 0 0 0 0 
5.580 2 1 2 0 5.554199 -4.119873 64.270020 0.1905 0.0432 0.1807 0.0008 0.1620 -0.1852 -3.062719 -0.012483 -4.1800 0 -0.8334 0  546 609 700 700 706 732 736 588  1 1 0 0 0 0 0 0 0 
5.590 2 1 2 0 6.042480 -5.187988 63.049316 0.1935 0.0439 0.1815 0.0008 0.1610 -0.1853 -3.075674 -0.011498 -4.1800 0 -0.8334 0  548 613 684 701 720 734 735 581  1 1 0 0 0 0 0 0 0 
5.600 2 1 2 0 5.218506 -7.171631 61.828613 0.2017 0.0446 0.1799 0.0008 0.1602 -0.1854 -3.086039 -0.010094 -4.1800 0 -0.8334 0  545 607 704 702 715 707 739 558  1 1 0 0 0 0 0 0 0 
5.610 2 1 2 0 6.378174 -5.554199 62.744141 0.2063 0.0465 0.1868 0.0008 0.1592 -0.1854 -3.098994 -0.008879 -4.1800 0 -0.8334 0  546 615 706 705 715 730 742 550  1 1 0 0 0 0 0 0 0 
5.620 2 1 2 0 5.767822 -2.502441 65.490723 0.2017 0.0565 0.1663 0.0008 0.1584 -0.1854 -3.109359 -0.008259 -4.1800 0 -0.8334 0  545 618 719 698 716 724 747 583  1 1 0 0 0 0 0 0 0 
5.630 2 1 2 0 6.561279 1.892090 68.389893 0.1966 0.0490 0.1663 0.0008 0.1573 -0.1855 -3.117132 -0.008131 -4.1800 0 -0.8334 0  547 623 681 704 719 721 751 571  1 1 0 0 0 0 0 0 0 
5.640 2 1 2 0 6.011963 -1.098633 63.903809 0.2084 0.0488 0.2056 0.0008 0.1563 -0.1855 -3.130088 -0.007624 -4.1800 0 -0.8334 0  548 617 705 703 716 736 748 567  1 1 0 0 0 0 0 0 0 
5.650 2 1 2 0 5.310059 1.281738 66.009521 0.2073 0.0448 0.1707 0.0008 0.1553 -0.1855 3.140141 -0.007149 -4.1800 0 -0.8334 0  542 618 709 698 722 731 748 567  1 1 0 0 0 0 0 0 0 
5.660 2 1 2 0 5.065918 0.579834 65.612793 0.2089 0.0511 0.1807 0.0008 0.1545 -0.1855 3.129777 -0.007477 -4.1800 0 -0.8334 0  556 617 713 700 715 727 751 565  1 1 0 0 0 0 0 0 0 
5.670 2 1 2 0 5.584717 3.448486 70.068359 0.2021 0.0483 0.1751 0.0008 0.1535 -0.1855 3.116821 -0.008237 -4.1800 0 -0.8334 0  527 616 690 698 719 764 740 570  1 1 0 0 0 0 0 0 0 
5.680 2 1 2 0 5.859375 -0.122070 68.206787 0.2138 0.0506 0.2048 0.0076 0.1523 -0.1854 3.106457 -0.008192 -4.1800 0 -0.8334 0  511 621 689 677 715 717 743 566  1 1 0 0 0 0 0 0 0 
5.690 2 1 2 0 6.774902 3.112793 68.115234 0.2122 0.0411 0.1928 0.0076 0.1513 -0.1854 3.093501 -0.008280 -4.1800 0 -0.8334 0  536 620 687 678 713 739 744 566  1 1 0 0 0 0 0 0 0 
5.700 2 1 2 0 6.835938 3.509521 70.953369 0.2113 0.0482 0.1868 0.0076 0.1505 -0.1853 3.083137 -0.008709 -4.1800 0 -0.8334 0  549 613 688 695 712 718 746 568  1 1 0 0 0 0 0 0 0 
5.710 2 1 2 0 5.798340 4.394531 68.908691 0.2085 0.0488 0.1815 0.0076 0.1495 -0.1853 3.070181 -0.009210 -4.1800 0 -0.8334 0  564 608 682 697 708 734 753 558  1 1 0 0 0 0 0 0 0 
5.720 2 1 2 0 5.249023 2.502441 67.016602 0.2155 0.0438 0.2036 0.0096 0.1483 -0.1852 3.059816 -0.009550 -4.1800 0 -0.8334 0  536 606 688 697 702 725 743 562  1 1 0 0 0 0 0 0 0 
5.730 2 1 2 0 7.263184 4.241943 69.580078 0.2150 0.0356 0.1940 0.0096 0.1473 -0.1851 3.046861 -0.010005 -4.1800 0 -0.8334 0  533 604 680 673 705 724 747 566  1 1 0 0 0 0 0 0 0 
5.740 2 1 2 0 7.507324 2.197266 73.211670 0.2165 0.0531 0.1940 0.0096 0.1463 -0.1850 3.033905 -0.010563 -4.1800 0 -0.8334 0  540 597 680 678 702 731 732 553  1 1 0 0 0 0 0 0 0 
5.750 2 1 2 0 7.507324 8.392334 72.113037 0.2043 0.0425 0.1839 0.0137 0.1451 -0.1849 3.023540 -0.011293 -4.1800 0 -0.8334 0  534 591 670 684 698 726 755 553  1 1 0 0 0 0 0 0 0 
5.760 2 1 2 0 7.141113 5.920410 67.230225 0.2098 0.0335 0.2145 0.0137 0.1441 -0.1847 3.010585 -0.012137 -4.1800 0 -0.8334 0  518 584 668 697 700 728 761 555  1 1 0 0 0 0 0 0 0 
5.770 2 1 2 0 5.126953 0.000000 67.108154 0.2240 0.0394 0.2305 0.0137 0.1431 -0.1846 2.997629 -0.012124 -4.1800 0 -0.8334 0  521 588 671 685 700 727 729 549  1 1 0 0 0 0 0 0 0 
5.780 2 1 2 0 7.568359 2.349854 74.981689 0.2138 0.0481 0.1839 0.0116 0.1421 -0.1844 2.984674 -0.012716 -4.1800 0 -0.8334 0  564 578 677 680 713 717 724 551  1 1 0 0 0 0 0 0 0 
5.790 2 1 2 0 6.591797 -1.129150 77.362061 0.2227 0.0491 0.1988 0.0092 0.1410 -0.1842 2.974309 -0.012588 -4.1800 0 -0.8334 0  507 580 673 673 708 728 738 541  1 1 0 0 0 0 0 0 0 
5.800 2 1 2 0 4.760742 11.199951 64.239502 0.2047 0.0212 0.2100 0.0092 0.1400 -0.1841 2.961353 -0.013288 -4.1800 0 -0.8334 0  516 593 673 690 699 722 742 546  1 1 0 0 0 0 0 0 0 
5.810 2 1 2 0 4.913330 5.187988 65.399170 0.2122 0.0306 0.2145 0.0092 0.1390 -0.1839 2.948398 -0.014490 -4.1800 0 -0.8334 0  516 594 674 693 708 719 732 542  1 1 0 0 0 0 0 0 0 
5.820 2 1 2 0 5.920410 3.448486 70.159912 0.2105 0.0436 0.2016 0.0145 0.1378 -0.1836 2.938033 -0.015219 -4.1800 0 -0.8334 0  516 601 677 686 700 716 725 540  1 1 0 0 0 0 0 0 0 
5.830 2 1 2 0 5.645752 5.737305 71.594238 0.2040 0.0347 0.1940 0.0145 0.1368 -0.1834 2.925077 -0.015899 -4.1800 0 -0.8334 0  512 580 674 678 693 704 718 545  1 1 0 0 0 0 0 0 0 
5.840 2 1 2 0 5.249023 1.464844 69.519043 0.2122 0.0361 0.2169 0.0145 0.1358 -0.1832 2.912122 -0.016124 -4.1800 0 -0.8334 0  518 590 681 673 699 711 706 545  1 1 0 0 0 0 0 0 0 
5.850 2 1 2 0 5.157471 -3.570557 70.251465 0.2224 0.0453 0.2028 0.0116 0.1349 -0.1830 2.899166 -0.015533 -4.1800 0 -0.8334 0  528 606 678 675 696 705 711 528  1 1 0 0 0 0 0 0 0 
5.860 2 1 2 0 6.195068 3.143311 75.622559 0.2088 0.0470 0.1823 0.0100 0.1337 -0.1827 2.888802 -0.015822 -4.1800 0 -0.8334 0  527 620 680 671 672 704 708 533  1 1 0 0 0 0 0 0 0 
5.870 2 1 2 0 6.866455 3.295898 71.777344 0.2083 0.0411 0.2088 0.0100 0.1329 -0.1825 2.878437 -0.016249 -4.1800 0 -0.8334 0  523 595 677 671 696 705 702 561  1 1 0 0 0 0 0 0 0 
5.880 2 1 2 0 5.828857 0.366211 69.915771 0.2149 0.0357 0.2088 0.0100 0.1318 -0.1822 2.862890 -0.016151 -4.1800 0 -0.8334 0  530 599 673 663 664 691 706 513  1 1 0 0 0 0 0 0 0 
5.890 2 1 2 0 6.103516 0.457764 71.472168 0.2132 0.0424 0.1956 0.0100 0.1310 -0.1819 2.852526 -0.016117 -4.1800 0 -0.8334 0  527 582 663 658 676 696 709 535  1 1 0 0 0 0 0 0 0 
5.900 2 1 2 0 6.774902 3.082275 74.401855 0.2079 0.0435 0.2056 0.0088 0.1300 -0.1816 2.839570 -0.016415 -4.1800 0 -0.8334 0  519 593 671 651 677 693 703 530  1 1 0 0 0 0 0 0 0 
5.910 2 1 2 0 6.988525 3.143311 72.174072 0.2048 0.0331 0.2028 0.0072 0.1291 -0.1813 2.826614 -0.016815 -4.1800 0 -0.8334 0  522 597 653 642 652 687 701 521  1 1 0 0 0 0 0 0 0 
5.920 2 1 2 0 5.218506 -3.295898 71.044922 0.2206 0.0428 0.2362 0.0060 0.1281 -0.1810 2.813659 -0.016284 -4.1800 0 -0.8334 0  516 576 657 641 653 687 703 540  1 1 0 0 0 0 0 0 0 
5.930 2 1 2 0 5.950928 0.549316 72.784424 0.2098 0.0440 0.1783 0.0052 0.1272 -0.1807 2.800703 -0.016067 -4.1800 0 -0.8334 0  511 574 630 638 637 672 710 524  1 1 0 0 0 0 0 0 0 
5.940 2 1 2 0 5.523682 1.525879 74.340820 0.2075 0.0392 0.1928 0.0044 0.1264 -0.1804 2.790339 -0.016190 -4.1800 0 -0.8334 0  507 578 656 631 649 673 701 526  1 1 0 0 0 0 0 0 0 
5.950 2 1 2 0 5.889893 1.342773 74.188232 0.2044 0.0397 0.1968 0.0040 0.1255 -0.1801 2.777383 -0.016608 -4.1800 0 -0.8334 0  504 569 657 629 648 672 703 540  1 1 0 0 0 0 0 0 0 
5.960 2 1 2 0 6.744385 -0.335693 73.059082 0.2091 0.0302 0.2048 0.0036 0.1245 -0.1797 2.764427 -0.016424 -4.1800 0 -0.8334 0  507 561 649 628 649 690 705 544  1 1 0 0 0 0 0 0 0 
5.970 2 1 2 0 6.103516 0.396729 72.998047 0.2039 0.0325 0.1651 0.0032 0.1236 -0.1793 2.751472 -0.016234 -4.1800 0 -0.8334 0  493 565 624 620 650 672 699 547  1 1 0 0 0 0 0 0 0 
5.980 2 1 2 0 5.615234 0.183105 74.127197 0.2042 0.0376 0.1976 0.0032 0.1229 -0.1790 2.741107 -0.016478 -4.1800 0 -0.8334 0  470 546 634 619 647 687 700 523  1 1 0 0 0 0 0 0 0 
5.990 2 1 2 0 5.859375 0.244141 73.089600 0.2035 0.0364 0.1976 0.0028 0.1219 -0.1786 2.728151 -0.016310 -4.1800 0 -0.8334 0  487 541 607 617 652 667 693 523  1 1 0 0 0 0 0 0 0 
6.000 2 1 2 0 5.523682 -1.129150 71.807861 0.2096 0.0348 0.2241 0.0024 0.1210 -0.1782 2.715196 -0.016020 -4.1800 0 -0.8334 0  480 543 628 611 649 708 692 523  1 1 0 0 0 0 0 0 0 
6.010 2 1 2 0 5.401611 0.091553 71.655273 0.2066 0.0340 0.1920 0.0024 0.1201 -0.1778 2.702240 -0.015614 -4.1800 0 -0.8334 0  479 529 590 617 653 677 694 523  1 1 0 0 0 0 0 0 0 
6.020 2 1 2 0 4.486084 1.098633 72.113037 0.2056 0.0410 0.2157 0.0024 0.1192 -0.1774 2.689284 -0.015687 -4.1800 0 -0.8334 0  436 534 581 615 652 661 691 526  1 1 0 0 0 0 0 0 0 
6.030 2 1 2 0 4.943848 1.647949 73.150635 0.1985 0.0386 0.1831 0.0020 0.1185 -0.1770 2.678920 -0.016052 -4.1800 0 -0.8334 0  484 521 606 627 648 661 692 524  1 1 0 0 0 0 0 0 0 
6.040 2 1 2 0 4.699707 -2.716064 72.265625 0.2095 0.0395 0.2113 0.0020 0.1174 -0.1765 2.668555 -0.015603 -4.1800 0 -0.8334 0  450 519 590 612 657 687 690 526  1 1 0 0 0 0 0 0 0 
6.050 2 1 2 0 5.004883 -2.868652 71.044922 0.2121 0.0395 0.1976 0.0020 0.1165 -0.1760 2.655600 -0.014940 -4.1800 0 -0.8334 0  459 520 594 636 658 683 687 528  1 1 0 0 0 0 0 0 0 
6.060 2 1 2 0 5.676270 3.234863 75.134277 0.1980 0.0380 0.1823 0.0020 0.1156 -0.1755 2.642644 -0.015480 -4.1800 0 -0.8334 0  428 515 604 630 654 677 686 525  1 1 0 0 0 0 0 0 0 
6.070 2 1 2 0 4.608154 1.251221 74.890137 0.2003 0.0351 0.1996 0.0020 0.1149 -0.1751 2.632279 -0.015678 -4.1800 0 -0.8334 0  434 523 607 618 657 681 700 527  1 1 0 0 0 0 0 0 0 
6.080 2 1 2 0 4.882812 -1.464844 73.028564 0.2075 0.0312 0.2125 0.0020 0.1141 -0.1746 2.619324 -0.015300 -4.1800 0 -0.8334 0  458 519 610 623 657 681 677 524  1 1 0 0 0 0 0 0 0 
6.090 2 1 2 0 5.554199 -1.434326 71.777344 0.2088 0.0363 0.1976 0.0020 0.1132 -0.1741 2.606368 -0.014727 -4.1800 0 -0.8334 0  480 526 618 651 655 689 693 518  1 1 0 0 0 0 0 0 0 
6.100 2 1 2 0 6.103516 0.427246 72.845459 0.2073 0.0412 0.2080 0.0020 0.1123 -0.1736 2.593412 -0.014636 -4.1800 0 -0.8334 0  467 534 619 644 658 691 686 518  1 1 0 0 0 0 0 0 0 
6.110 2 1 2 0 6.164551 0.823975 73.059082 0.2044 0.0364 0.1940 0.0020 0.1115 -0.1731 2.580457 -0.014687 -4.1800 0 -0.8334 0  448 538 625 662 658 680 719 522  1 1 0 0 0 0 0 0 0 
6.120 2 1 2 0 5.157471 -3.082275 70.495605 0.2190 0.0412 0.2402 0.0020 0.1106 -0.1725 2.567501 -0.013966 -4.1800 0 -0.8334 0  464 515 627 637 663 677 704 522  1 1 0 0 0 0 0 0 0 
